word,difficulty,genre_ids,genres,hints
Rente,3,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Respekt,2,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Rezeption,4,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Ruf,2,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Ruhestand,3,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Rundschreiben,4,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~4,Sachbearbeiter~A_TARGET_VIBE~4"
Rückfrage,3,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Rückmeldung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Mitteilung~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Rücksprache,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Sachbearbeiter,4,9,Gesellschaft & Beruf,"Briefing~A_TARGET_VIBE~2,Absprache~A_TARGET_VIBE~3,Zuständigkeit~A_TARGET_VIBE~3,Ansprechpartner~A_TARGET_VIBE~3,Einarbeitung~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Sachbearbeitung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ablage~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~3,Rückmeldung~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Schalter,3,0|9|10,Alltag & Gegenstände|Gesellschaft & Beruf|Haushalt & Wohnen,"Flur~A_TARGET_VIBE~2,Störung~A_TARGET_VIBE~2,Lichtschalter~A_TARGET_VIBE~2,Schranke~A_TARGET_VIBE~3,Gebäude~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Schicht,3,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Schichtdienst,4,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Schichtplan,4,9,Gesellschaft & Beruf,"Einteilung~A_TARGET_VIBE~2,Spätschicht~A_TARGET_VIBE~3,Tabelle~A_TARGET_VIBE~3,Dienst~A_TARGET_VIBE~3,Rotation~A_TARGET_VIBE~4,Plan~B_PART_VIBE~3"
Schichtwechsel,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Schlüssel,1,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Schranke~A_TARGET_VIBE~1,Pförtner~A_TARGET_VIBE~2,Türcode~A_TARGET_VIBE~2,Alarmanlage~A_TARGET_VIBE~2,Eingang~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2"
Schreiben,2,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Schreibtisch,2,0|9|10,Alltag & Gegenstände|Gesellschaft & Beruf|Haushalt & Wohnen,"Eingang~A_TARGET_VIBE~2,Schlüssel~A_TARGET_VIBE~2,Störung~A_TARGET_VIBE~2,Schranke~A_TARGET_VIBE~2,Etage~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Schreibtischlampe,3,0|9|10,Alltag & Gegenstände|Gesellschaft & Beruf|Haushalt & Wohnen,"Brandschutz~A_TARGET_VIBE~2,Hausmeister~A_TARGET_VIBE~2,Schild~A_TARGET_VIBE~2,Reinigung~A_TARGET_VIBE~3,Störung~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Schulung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Prüfung~A_TARGET_VIBE~2,Unterricht~A_TARGET_VIBE~2,Einarbeitung~A_TARGET_VIBE~2,Berufsschule~A_TARGET_VIBE~3,Skript~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Schutzbrille,3,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Sekretariat,3,9,Gesellschaft & Beruf,"Bereich~A_TARGET_VIBE~2,Sitzung~A_TARGET_VIBE~2,KPI~A_TARGET_VIBE~2,Projekt~A_TARGET_VIBE~3,Teamspirit~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Sekretärin,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Sektempfang,3,1|9|13,Essen & Trinken|Gesellschaft & Beruf|Feste & Jahreszeiten,"Gruß~A_TARGET_VIBE~2,Kollegen~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~2,Einladung~A_TARGET_VIBE~3,Fotobox~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Selbstständigkeit,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Bewertung~A_TARGET_VIBE~2,Konstanz~A_TARGET_VIBE~3,Absprachen~A_TARGET_VIBE~3,Vertrauen~A_TARGET_VIBE~3,Termintreue~A_TARGET_VIBE~4,Termin~A_TARGET_VIBE~4"
Seminar,3,9,Gesellschaft & Beruf,"Unterricht~A_TARGET_VIBE~2,Lernplattform~A_TARGET_VIBE~2,Workshop~A_TARGET_VIBE~2,Berufsschule~A_TARGET_VIBE~3,Fortschritt~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Sicherheit,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Notausgang~A_TARGET_VIBE~2,Gefahr~A_TARGET_VIBE~2,Begehung~A_TARGET_VIBE~2,Feuerlöscher~A_TARGET_VIBE~2,Checkliste~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Sicherheitsunterweisung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Gefahr~A_TARGET_VIBE~2,Meldeweg~A_TARGET_VIBE~3,Schutzbrille~A_TARGET_VIBE~3,Notausgang~A_TARGET_VIBE~3,Warnweste~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Sitzordnung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Regelwerk~A_TARGET_VIBE~2,Aushang~A_TARGET_VIBE~2,Dienstweg~A_TARGET_VIBE~2,Kontrolle~A_TARGET_VIBE~2,Disziplin~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Sitzung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Kaffee~A_TARGET_VIBE~2,Workshop~A_TARGET_VIBE~2,Pünktlichkeit~A_TARGET_VIBE~2,Moderation~A_TARGET_VIBE~3,Tagesordnung~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Skizze,2,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Sorgfalt,2,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Spende,2,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Sperre,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Spesen,4,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Spind,3,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Sponsoring,4,9,Gesellschaft & Beruf,"Kunde~A_TARGET_VIBE~2,Abschluss~A_TARGET_VIBE~3,Trichter~A_TARGET_VIBE~3,Messe~A_TARGET_VIBE~3,Verhandlung~A_TARGET_VIBE~4,Scan~A_TARGET_VIBE~4"
Sprechstunde,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Spätschicht,3,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Stapler,3,9,Gesellschaft & Beruf,"Vertretung~A_TARGET_VIBE~2,Schnittstelle~A_TARGET_VIBE~2,Delegation~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Statistik,3,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Stau,1,3|9,Orte & Reisen|Gesellschaft & Beruf,"Pendeln~A_TARGET_VIBE~1,Einfahrt~A_TARGET_VIBE~2,Fahrrad~A_TARGET_VIBE~2,Taktung~A_TARGET_VIBE~2,Regen~A_TARGET_VIBE~2,Rushhour~A_TARGET_VIBE~2"
Stechuhr,3,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Stelle,2,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Stellenanzeige,3,9,Gesellschaft & Beruf,"Anschreiben~A_TARGET_VIBE~2,Referenz~A_TARGET_VIBE~2,Gehaltswunsch~A_TARGET_VIBE~2,Interview~A_TARGET_VIBE~3,Vakanzen~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Stellenprofil,4,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Stellenwechsel,3,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Stempel,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Stempelkarte,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Karte~B_PART_VIBE~2"
Steuer,3,9,Gesellschaft & Beruf,"Nachzahlung~A_TARGET_VIBE~2,Erklärung~A_TARGET_VIBE~2,Bescheid~A_TARGET_VIBE~2,Vorsteuer~A_TARGET_VIBE~3,Steuersatz~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Stichtag,3,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Strategie,4,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~4,Stempel~A_TARGET_VIBE~4"
Streit,1,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~1,Rückfrage~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2"
Stress,2,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Stromausfall,3,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Studium,3,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Tagesordnung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Verstoß~A_TARGET_VIBE~2,Belehrung~A_TARGET_VIBE~2,Pflicht~A_TARGET_VIBE~2,Sanktion~A_TARGET_VIBE~3,Anweisung~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Tastatur,2,9,Gesellschaft & Beruf,"Büro~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Team,2,9,Gesellschaft & Beruf,"Richtlinie~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~2,Personal~A_TARGET_VIBE~2,Leitung~A_TARGET_VIBE~2,Teamspirit~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Teamleiter,3,9,Gesellschaft & Beruf,"Leitung~A_TARGET_VIBE~2,Sitzung~A_TARGET_VIBE~2,Entscheidung~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~3,Bereich~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Teilzeit,2,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Telefonat,2,9,Gesellschaft & Beruf,"Mailbox~A_TARGET_VIBE~2,Freizeichen~A_TARGET_VIBE~2,Headset~A_TARGET_VIBE~2,Anruf~A_TARGET_VIBE~2,Warteschleife~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Telefonkonferenz,4,9,Gesellschaft & Beruf,"Weiterleitung~A_TARGET_VIBE~2,Anruf~A_TARGET_VIBE~3,Rufnummer~A_TARGET_VIBE~3,Mailbox~A_TARGET_VIBE~3,Leitung~A_TARGET_VIBE~4,Stempel~A_TARGET_VIBE~4"
Telefonnummer,2,9,Gesellschaft & Beruf,"Mailbox~A_TARGET_VIBE~2,Weiterleitung~A_TARGET_VIBE~2,Anruf~A_TARGET_VIBE~2,Konferenz~A_TARGET_VIBE~2,Rufnummer~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Telefonzentrale,4,3|9,Orte & Reisen|Gesellschaft & Beruf,"Warteschleife~A_TARGET_VIBE~2,Freizeichen~A_TARGET_VIBE~3,Anruf~A_TARGET_VIBE~3,Klingelton~A_TARGET_VIBE~3,Kalender~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Termin,1,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Poststempel~A_TARGET_VIBE~1,Upload~A_TARGET_VIBE~2,Punktabzug~A_TARGET_VIBE~2,Sekretariat~A_TARGET_VIBE~2,Reminder~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2"
Terminplan,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Spätschicht~A_TARGET_VIBE~2,Schicht~A_TARGET_VIBE~2,Pausen~A_TARGET_VIBE~2,Zeitfenster~A_TARGET_VIBE~3,Abdeckung~A_TARGET_VIBE~3,Plan~B_PART_VIBE~2"
Textmarker,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Markierung~A_TARGET_VIBE~2,Randnotiz~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Schnittstelle~A_TARGET_VIBE~2,Absprache~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Trennung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Mitteilung~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Treppenhaus,2,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Trinkgeld,2,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Tätigkeit,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Teamgeist~A_TARGET_VIBE~2,Vertrauen~A_TARGET_VIBE~2,Rückendeckung~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~2,Sorgfalt~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Tätigkeitsbereich,3,9,Gesellschaft & Beruf,"Strategie~A_TARGET_VIBE~2,Organigramm~A_TARGET_VIBE~2,Personal~A_TARGET_VIBE~2,Teamspirit~A_TARGET_VIBE~3,Entscheidung~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Umfrage,3,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Umkleide,3,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Ummeldung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Umsetzung~A_TARGET_VIBE~2,Nachweis~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Umschlag,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Paket~A_TARGET_VIBE~2,Zusteller~A_TARGET_VIBE~2,Tracking~A_TARGET_VIBE~2,Absender~A_TARGET_VIBE~2,Briefkasten~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Umstellung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Vermerk~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,Eingang~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Umzug,2,3|9,Orte & Reisen|Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Zug~B_PART_VIBE~2"
Unterlage,2,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Unterschrift,2,9,Gesellschaft & Beruf,"Ordner~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Unterweisung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Mitteilung~A_TARGET_VIBE~2,Vermerk~A_TARGET_VIBE~3,Ablage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Urlaub,1,9,Gesellschaft & Beruf,"Kalender~A_TARGET_VIBE~1,Vertretung~A_TARGET_VIBE~2,Sonnencreme~A_TARGET_VIBE~2,Rückkehr~A_TARGET_VIBE~2,Reise~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2"
Urlaubsgeld,3,9,Gesellschaft & Beruf,"Meldung~A_TARGET_VIBE~2,Auszeit~A_TARGET_VIBE~2,Koffer~A_TARGET_VIBE~2,Genehmigung~A_TARGET_VIBE~3,Reise~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Urlaubssperre,4,9,Gesellschaft & Beruf,"Resttage~A_TARGET_VIBE~2,Koffer~A_TARGET_VIBE~3,Genehmigung~A_TARGET_VIBE~3,Kalender~A_TARGET_VIBE~3,Sperre~A_TARGET_VIBE~4,Kollege~A_TARGET_VIBE~4"
Verabschiedung,3,9|12|13,Gesellschaft & Beruf|Gefühle & Abstraktes|Feste & Jahreszeiten,"Sekt~A_TARGET_VIBE~2,Karte~A_TARGET_VIBE~2,Teamfoto~A_TARGET_VIBE~2,Dank~A_TARGET_VIBE~3,Abschlusstag~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Verantwortung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Eigeninitiative~A_TARGET_VIBE~2,Ruf~A_TARGET_VIBE~2,Vertrauen~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~3,Bewertung~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Verein,2,5|9,Sport & Freizeit|Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Vereinbarkeit,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Eigeninitiative~A_TARGET_VIBE~2,Absprachen~A_TARGET_VIBE~3,Rückendeckung~A_TARGET_VIBE~3,Motivation~A_TARGET_VIBE~3,Disziplin~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Vereinbarung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Feedback~A_TARGET_VIBE~2,Priorität~A_TARGET_VIBE~2,Vorgesetzter~A_TARGET_VIBE~2,Messbar~A_TARGET_VIBE~3,Zielbild~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Verhandlung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Tisch~A_TARGET_VIBE~2,Position~A_TARGET_VIBE~3,Druckmittel~A_TARGET_VIBE~3,Deal~A_TARGET_VIBE~3,Kompromiss~A_TARGET_VIBE~4,E-Mail~A_TARGET_VIBE~4"
